id,trip_id,sequence_no,origin_station_id,destination_station_id,departure_at,arrival_at,distance_km,created_at
36,2,17,17,18,2024-01-04T03:50:00+07:00,2024-01-04T04:50:00+07:00,86.0,2024-01-02T22:20:00+07:00
37,2,18,18,19,2024-01-04T04:50:00+07:00,2024-01-04T05:20:00+07:00,57.0,2024-01-02T22:20:00+07:00
38,2,19,19,20,2024-01-04T05:20:00+07:00,2024-01-04T05:45:00+07:00,32.0,2024-01-02T22:20:00+07:00
39,3,1,1,2,2024-01-03T22:20:00+07:00,2024-01-03T23:05:00+07:00,56.0,2024-01-03T22:20:00+07:00
40,3,2,2,3,2024-01-03T23:05:00+07:00,2024-01-03T23:35:00+07:00,31.0,2024-01-03T22:20:00+07:00
41,3,3,3,4,2024-01-03T23:35:00+07:00,2024-01-04T00:05:00+07:00,28.0,2024-01-03T22:20:00+07:00
42,3,4,4,5,2024-01-04T00:05:00+07:00,2024-01-04T01:20:00+07:00,60.0,2024-01-03T22:20:00+07:00
43,3,5,5,6,2024-01-04T01:20:00+07:00,2024-01-04T03:55:00+07:00,144.0,2024-01-03T22:20:00+07:00
44,3,6,6,7,2024-01-04T03:55:00+07:00,2024-01-04T08:20:00+07:00,203.0,2024-01-03T22:20:00+07:00
45,3,7,7,8,2024-01-04T08:20:00+07:00,2024-01-04T09:50:00+07:00,100.0,2024-01-03T22:20:00+07:00
46,3,8,8,9,2024-01-04T09:50:00+07:00,2024-01-04T11:00:00+07:00,66.0,2024-01-03T22:20:00+07:00
47,3,9,9,10,2024-01-04T11:00:00+07:00,2024-01-04T13:45:00+07:00,103.0,2024-01-03T22:20:00+07:00
48,3,10,10,11,2024-01-04T13:45:00+07:00,2024-01-04T15:20:00+07:00,74.0,2024-01-03T22:20:00+07:00
49,3,11,11,12,2024-01-04T15:20:00+07:00,2024-01-04T16:50:00+07:00,63.0,2024-01-03T22:20:00+07:00
50,3,12,12,13,2024-01-04T16:50:00+07:00,2024-01-04T20:50:00+07:00,168.0,2024-01-03T22:20:00+07:00
51,3,13,13,14,2024-01-04T20:50:00+07:00,2024-01-04T23:20:00+07:00,102.0,2024-01-03T22:20:00+07:00
52,3,14,14,15,2024-01-04T23:20:00+07:00,2024-01-05T00:20:00+07:00,117.0,2024-01-03T22:20:00+07:00
53,3,15,15,16,2024-01-05T00:20:00+07:00,2024-01-05T00:50:00+07:00,93.0,2024-01-03T22:20:00+07:00
54,3,16,16,17,2024-01-05T00:50:00+07:00,2024-01-05T03:50:00+07:00,143.0,2024-01-03T22:20:00+07:00
55,3,17,17,18,2024-01-05T03:50:00+07:00,2024-01-05T04:50:00+07:00,86.0,2024-01-03T22:20:00+07:00
56,3,18,18,19,2024-01-05T04:50:00+07:00,2024-01-05T05:20:00+07:00,57.0,2024-01-03T22:20:00+07:00
57,3,19,19,20,2024-01-05T05:20:00+07:00,2024-01-05T05:45:00+07:00,32.0,2024-01-03T22:20:00+07:00
58,4,1,1,2,2024-01-04T22:20:00+07:00,2024-01-04T23:05:00+07:00,56.0,2024-01-04T22:20:00+07:00
59,4,2,2,3,2024-01-04T23:05:00+07:00,2024-01-04T23:35:00+07:00,31.0,2024-01-04T22:20:00+07:00
60,4,3,3,4,2024-01-04T23:35:00+07:00,2024-01-05T00:05:00+07:00,28.0,2024-01-04T22:20:00+07:00
61,4,4,4,5,2024-01-05T00:05:00+07:00,2024-01-05T01:20:00+07:00,60.0,2024-01-04T22:20:00+07:00
62,4,5,5,6,2024-01-05T01:20:00+07:00,2024-01-05T03:55:00+07:00,144.0,2024-01-04T22:20:00+07:00
63,4,6,6,7,2024-01-05T03:55:00+07:00,2024-01-05T08:20:00+07:00,203.0,2024-01-04T22:20:00+07:00
64,4,7,7,8,2024-01-05T08:20:00+07:00,2024-01-05T09:50:00+07:00,100.0,2024-01-04T22:20:00+07:00
65,4,8,8,9,2024-01-05T09:50:00+07:00,2024-01-05T11:00:00+07:00,66.0,2024-01-04T22:20:00+07:00
66,4,9,9,10,2024-01-05T11:00:00+07:00,2024-01-05T13:45:00+07:00,103.0,2024-01-04T22:20:00+07:00
67,4,10,10,11,2024-01-05T13:45:00+07:00,2024-01-05T15:20:00+07:00,74.0,2024-01-04T22:20:00+07:00
68,4,11,11,12,2024-01-05T15:20:00+07:00,2024-01-05T16:50:00+07:00,63.0,2024-01-04T22:20:00+07:00
69,4,12,12,13,2024-01-05T16:50:00+07:00,2024-01-05T20:50:00+07:00,168.0,2024-01-04T22:20:00+07:00
70,4,13,13,14,2024-01-05T20:50:00+07:00,2024-01-05T23:20:00+07:00,102.0,2024-01-04T22:20:00+07:00
71,4,14,14,15,2024-01-05T23:20:00+07:00,2024-01-06T00:20:00+07:00,117.0,2024-01-04T22:20:00+07:00
72,4,15,15,16,2024-01-06T00:20:00+07:00,2024-01-06T00:50:00+07:00,93.0,2024-01-04T22:20:00+07:00
73,4,16,16,17,2024-01-06T00:50:00+07:00,2024-01-06T03:50:00+07:00,143.0,2024-01-04T22:20:00+07:00
74,4,17,17,18,2024-01-06T03:50:00+07:00,2024-01-06T04:50:00+07:00,86.0,2024-01-04T22:20:00+07:00
75,4,18,18,19,2024-01-06T04:50:00+07:00,2024-01-06T05:20:00+07:00,57.0,2024-01-04T22:20:00+07:00
76,4,19,19,20,2024-01-06T05:20:00+07:00,2024-01-06T05:45:00+07:00,32.0,2024-01-04T22:20:00+07:00
77,5,1,1,2,2024-01-05T22:20:00+07:00,2024-01-05T23:05:00+07:00,56.0,2024-01-05T22:20:00+07:00
78,5,2,2,3,2024-01-05T23:05:00+07:00,2024-01-05T23:35:00+07:00,31.0,2024-01-05T22:20:00+07:00
79,5,3,3,4,2024-01-05T23:35:00+07:00,2024-01-06T00:05:00+07:00,28.0,2024-01-05T22:20:00+07:00
80,5,4,4,5,2024-01-06T00:05:00+07:00,2024-01-06T01:20:00+07:00,60.0,2024-01-05T22:20:00+07:00
81,5,5,5,6,2024-01-06T01:20:00+07:00,2024-01-06T03:55:00+07:00,144.0,2024-01-05T22:20:00+07:00
82,5,6,6,7,2024-01-06T03:55:00+07:00,2024-01-06T08:20:00+07:00,203.0,2024-01-05T22:20:00+07:00
83,5,7,7,8,2024-01-06T08:20:00+07:00,2024-01-06T09:50:00+07:00,100.0,2024-01-05T22:20:00+07:00
84,5,8,8,9,2024-01-06T09:50:00+07:00,2024-01-06T11:00:00+07:00,66.0,2024-01-05T22:20:00+07:00
85,5,9,9,10,2024-01-06T11:00:00+07:00,2024-01-06T13:45:00+07:00,103.0,2024-01-05T22:20:00+07:00
86,5,10,10,11,2024-01-06T13:45:00+07:00,2024-01-06T15:20:00+07:00,74.0,2024-01-05T22:20:00+07:00
87,5,11,11,12,2024-01-06T15:20:00+07:00,2024-01-06T16:50:00+07:00,63.0,2024-01-05T22:20:00+07:00
88,5,12,12,13,2024-01-06T16:50:00+07:00,2024-01-06T20:50:00+07:00,168.0,2024-01-05T22:20:00+07:00
89,5,13,13,14,2024-01-06T20:50:00+07:00,2024-01-06T23:20:00+07:00,102.0,2024-01-05T22:20:00+07:00
90,5,14,14,15,2024-01-06T23:20:00+07:00,2024-01-07T00:20:00+07:00,117.0,2024-01-05T22:20:00+07:00
91,5,15,15,16,2024-01-07T00:20:00+07:00,2024-01-07T00:50:00+07:00,93.0,2024-01-05T22:20:00+07:00
92,5,16,16,17,2024-01-07T00:50:00+07:00,2024-01-07T03:50:00+07:00,143.0,2024-01-05T22:20:00+07:00
93,5,17,17,18,2024-01-07T03:50:00+07:00,2024-01-07T04:50:00+07:00,86.0,2024-01-05T22:20:00+07:00
94,5,18,18,19,2024-01-07T04:50:00+07:00,2024-01-07T05:20:00+07:00,57.0,2024-01-05T22:20:00+07:00
95,5,19,19,20,2024-01-07T05:20:00+07:00,2024-01-07T05:45:00+07:00,32.0,2024-01-05T22:20:00+07:00
96,6,1,1,2,2024-01-06T22:20:00+07:00,2024-01-06T23:05:00+07:00,56.0,2024-01-06T22:20:00+07:00
97,6,2,2,3,2024-01-06T23:05:00+07:00,2024-01-06T23:35:00+07:00,31.0,2024-01-06T22:20:00+07:00
98,6,3,3,4,2024-01-06T23:35:00+07:00,2024-01-07T00:05:00+07:00,28.0,2024-01-06T22:20:00+07:00
99,6,4,4,5,2024-01-07T00:05:00+07:00,2024-01-07T01:20:00+07:00,60.0,2024-01-06T22:20:00+07:00
100,6,5,5,6,2024-01-07T01:20:00+07:00,2024-01-07T03:55:00+07:00,144.0,2024-01-06T22:20:00+07:00
101,6,6,6,7,2024-01-07T03:55:00+07:00,2024-01-07T08:20:00+07:00,203.0,2024-01-06T22:20:00+07:00
102,6,7,7,8,2024-01-07T08:20:00+07:00,2024-01-07T09:50:00+07:00,100.0,2024-01-06T22:20:00+07:00
103,6,8,8,9,2024-01-07T09:50:00+07:00,2024-01-07T11:00:00+07:00,66.0,2024-01-06T22:20:00+07:00
104,6,9,9,10,2024-01-07T11:00:00+07:00,2024-01-07T13:45:00+07:00,103.0,2024-01-06T22:20:00+07:00
105,6,10,10,11,2024-01-07T13:45:00+07:00,2024-01-07T15:20:00+07:00,74.0,2024-01-06T22:20:00+07:00
106,6,11,11,12,2024-01-07T15:20:00+07:00,2024-01-07T16:50:00+07:00,63.0,2024-01-06T22:20:00+07:00
107,6,12,12,13,2024-01-07T16:50:00+07:00,2024-01-07T20:50:00+07:00,168.0,2024-01-06T22:20:00+07:00
108,6,13,13,14,2024-01-07T20:50:00+07:00,2024-01-07T23:20:00+07:00,102.0,2024-01-06T22:20:00+07:00
109,6,14,14,15,2024-01-07T23:20:00+07:00,2024-01-08T00:20:00+07:00,117.0,2024-01-06T22:20:00+07:00
110,6,15,15,16,2024-01-08T00:20:00+07:00,2024-01-08T00:50:00+07:00,93.0,2024-01-06T22:20:00+07:00
111,6,16,16,17,2024-01-08T00:50:00+07:00,2024-01-08T03:50:00+07:00,143.0,2024-01-06T22:20:00+07:00
112,6,17,17,18,2024-01-08T03:50:00+07:00,2024-01-08T04:50:00+07:00,86.0,2024-01-06T22:20:00+07:00
113,6,18,18,19,2024-01-08T04:50:00+07:00,2024-01-08T05:20:00+07:00,57.0,2024-01-06T22:20:00+07:00
114,6,19,19,20,2024-01-08T05:20:00+07:00,2024-01-08T05:45:00+07:00,32.0,2024-01-06T22:20:00+07:00
115,7,1,1,2,2024-01-07T22:20:00+07:00,2024-01-07T23:05:00+07:00,56.0,2024-01-07T22:20:00+07:00
116,7,2,2,3,2024-01-07T23:05:00+07:00,2024-01-07T23:35:00+07:00,31.0,2024-01-07T22:20:00+07:00
117,7,3,3,4,2024-01-07T23:35:00+07:00,2024-01-08T00:05:00+07:00,28.0,2024-01-07T22:20:00+07:00
118,7,4,4,5,2024-01-08T00:05:00+07:00,2024-01-08T01:20:00+07:00,60.0,2024-01-07T22:20:00+07:00
119,7,5,5,6,2024-01-08T01:20:00+07:00,2024-01-08T03:55:00+07:00,144.0,2024-01-07T22:20:00+07:00
120,7,6,6,7,2024-01-08T03:55:00+07:00,2024-01-08T08:20:00+07:00,203.0,2024-01-07T22:20:00+07:00
121,7,7,7,8,2024-01-08T08:20:00+07:00,2024-01-08T09:50:00+07:00,100.0,2024-01-07T22:20:00+07:00
122,7,8,8,9,2024-01-08T09:50:00+07:00,2024-01-08T11:00:00+07:00,66.0,2024-01-07T22:20:00+07:00
123,7,9,9,10,2024-01-08T11:00:00+07:00,2024-01-08T13:45:00+07:00,103.0,2024-01-07T22:20:00+07:00
124,7,10,10,11,2024-01-08T13:45:00+07:00,2024-01-08T15:20:00+07:00,74.0,2024-01-07T22:20:00+07:00
125,7,11,11,12,2024-01-08T15:20:00+07:00,2024-01-08T16:50:00+07:00,63.0,2024-01-07T22:20:00+07:00
126,7,12,12,13,2024-01-08T16:50:00+07:00,2024-01-08T20:50:00+07:00,168.0,2024-01-07T22:20:00+07:00
127,7,13,13,14,2024-01-08T20:50:00+07:00,2024-01-08T23:20:00+07:00,102.0,2024-01-07T22:20:00+07:00
128,7,14,14,15,2024-01-08T23:20:00+07:00,2024-01-09T00:20:00+07:00,117.0,2024-01-07T22:20:00+07:00
129,7,15,15,16,2024-01-09T00:20:00+07:00,2024-01-09T00:50:00+07:00,93.0,2024-01-07T22:20:00+07:00
130,7,16,16,17,2024-01-09T00:50:00+07:00,2024-01-09T03:50:00+07:00,143.0,2024-01-07T22:20:00+07:00
131,7,17,17,18,2024-01-09T03:50:00+07:00,2024-01-09T04:50:00+07:00,86.0,2024-01-07T22:20:00+07:00
132,7,18,18,19,2024-01-09T04:50:00+07:00,2024-01-09T05:20:00+07:00,57.0,2024-01-07T22:20:00+07:00
133,7,19,19,20,2024-01-09T05:20:00+07:00,2024-01-09T05:45:00+07:00,32.0,2024-01-07T22:20:00+07:00
134,8,1,1,2,2024-01-08T22:20:00+07:00,2024-01-08T23:05:00+07:00,56.0,2024-01-08T22:20:00+07:00
135,8,2,2,3,2024-01-08T23:05:00+07:00,2024-01-08T23:35:00+07:00,31.0,2024-01-08T22:20:00+07:00
136,8,3,3,4,2024-01-08T23:35:00+07:00,2024-01-09T00:05:00+07:00,28.0,2024-01-08T22:20:00+07:00
137,8,4,4,5,2024-01-09T00:05:00+07:00,2024-01-09T01:20:00+07:00,60.0,2024-01-08T22:20:00+07:00
138,8,5,5,6,2024-01-09T01:20:00+07:00,2024-01-09T03:55:00+07:00,144.0,2024-01-08T22:20:00+07:00
139,8,6,6,7,2024-01-09T03:55:00+07:00,2024-01-09T08:20:00+07:00,203.0,2024-01-08T22:20:00+07:00
140,8,7,7,8,2024-01-09T08:20:00+07:00,2024-01-09T09:50:00+07:00,100.0,2024-01-08T22:20:00+07:00
141,8,8,8,9,2024-01-09T09:50:00+07:00,2024-01-09T11:00:00+07:00,66.0,2024-01-08T22:20:00+07:00
142,8,9,9,10,2024-01-09T11:00:00+07:00,2024-01-09T13:45:00+07:00,103.0,2024-01-08T22:20:00+07:00
143,8,10,10,11,2024-01-09T13:45:00+07:00,2024-01-09T15:20:00+07:00,74.0,2024-01-08T22:20:00+07:00
144,8,11,11,12,2024-01-09T15:20:00+07:00,2024-01-09T16:50:00+07:00,63.0,2024-01-08T22:20:00+07:00
145,8,12,12,13,2024-01-09T16:50:00+07:00,2024-01-09T20:50:00+07:00,168.0,2024-01-08T22:20:00+07:00
146,8,13,13,14,2024-01-09T20:50:00+07:00,2024-01-09T23:20:00+07:00,102.0,2024-01-08T22:20:00+07:00
147,8,14,14,15,2024-01-09T23:20:00+07:00,2024-01-10T00:20:00+07:00,117.0,2024-01-08T22:20:00+07:00
148,8,15,15,16,2024-01-10T00:20:00+07:00,2024-01-10T00:50:00+07:00,93.0,2024-01-08T22:20:00+07:00
149,8,16,16,17,2024-01-10T00:50:00+07:00,2024-01-10T03:50:00+07:00,143.0,2024-01-08T22:20:00+07:00
150,8,17,17,18,2024-01-10T03:50:00+07:00,2024-01-10T04:50:00+07:00,86.0,2024-01-08T22:20:00+07:00
151,8,18,18,19,2024-01-10T04:50:00+07:00,2024-01-10T05:20:00+07:00,57.0,2024-01-08T22:20:00+07:00
152,8,19,19,20,2024-01-10T05:20:00+07:00,2024-01-10T05:45:00+07:00,32.0,2024-01-08T22:20:00+07:00
153,9,1,1,2,2024-01-09T22:20:00+07:00,2024-01-09T23:05:00+07:00,56.0,2024-01-09T22:20:00+07:00
154,9,2,2,3,2024-01-09T23:05:00+07:00,2024-01-09T23:35:00+07:00,31.0,2024-01-09T22:20:00+07:00
155,9,3,3,4,2024-01-09T23:35:00+07:00,2024-01-10T00:05:00+07:00,28.0,2024-01-09T22:20:00+07:00
156,9,4,4,5,2024-01-10T00:05:00+07:00,2024-01-10T01:20:00+07:00,60.0,2024-01-09T22:20:00+07:00
157,9,5,5,6,2024-01-10T01:20:00+07:00,2024-01-10T03:55:00+07:00,144.0,2024-01-09T22:20:00+07:00
158,9,6,6,7,2024-01-10T03:55:00+07:00,2024-01-10T08:20:00+07:00,203.0,2024-01-09T22:20:00+07:00
159,9,7,7,8,2024-01-10T08:20:00+07:00,2024-01-10T09:50:00+07:00,100.0,2024-01-09T22:20:00+07:00
160,9,8,8,9,2024-01-10T09:50:00+07:00,2024-01-10T11:00:00+07:00,66.0,2024-01-09T22:20:00+07:00
161,9,9,9,10,2024-01-10T11:00:00+07:00,2024-01-10T13:45:00+07:00,103.0,2024-01-09T22:20:00+07:00
162,9,10,10,11,2024-01-10T13:45:00+07:00,2024-01-10T15:20:00+07:00,74.0,2024-01-09T22:20:00+07:00
163,9,11,11,12,2024-01-10T15:20:00+07:00,2024-01-10T16:50:00+07:00,63.0,2024-01-09T22:20:00+07:00
164,9,12,12,13,2024-01-10T16:50:00+07:00,2024-01-10T20:50:00+07:00,168.0,2024-01-09T22:20:00+07:00
165,9,13,13,14,2024-01-10T20:50:00+07:00,2024-01-10T23:20:00+07:00,102.0,2024-01-09T22:20:00+07:00
166,9,14,14,15,2024-01-10T23:20:00+07:00,2024-01-11T00:20:00+07:00,117.0,2024-01-09T22:20:00+07:00
167,9,15,15,16,2024-01-11T00:20:00+07:00,2024-01-11T00:50:00+07:00,93.0,2024-01-09T22:20:00+07:00
168,9,16,16,17,2024-01-11T00:50:00+07:00,2024-01-11T03:50:00+07:00,143.0,2024-01-09T22:20:00+07:00
169,9,17,17,18,2024-01-11T03:50:00+07:00,2024-01-11T04:50:00+07:00,86.0,2024-01-09T22:20:00+07:00
170,9,18,18,19,2024-01-11T04:50:00+07:00,2024-01-11T05:20:00+07:00,57.0,2024-01-09T22:20:00+07:00
171,9,19,19,20,2024-01-11T05:20:00+07:00,2024-01-11T05:45:00+07:00,32.0,2024-01-09T22:20:00+07:00
172,10,1,1,2,2024-01-10T22:20:00+07:00,2024-01-10T23:05:00+07:00,56.0,2024-01-10T22:20:00+07:00
173,10,2,2,3,2024-01-10T23:05:00+07:00,2024-01-10T23:35:00+07:00,31.0,2024-01-10T22:20:00+07:00
174,10,3,3,4,2024-01-10T23:35:00+07:00,2024-01-11T00:05:00+07:00,28.0,2024-01-10T22:20:00+07:00
175,10,4,4,5,2024-01-11T00:05:00+07:00,2024-01-11T01:20:00+07:00,60.0,2024-01-10T22:20:00+07:00
176,10,5,5,6,2024-01-11T01:20:00+07:00,2024-01-11T03:55:00+07:00,144.0,2024-01-10T22:20:00+07:00
177,10,6,6,7,2024-01-11T03:55:00+07:00,2024-01-11T08:20:00+07:00,203.0,2024-01-10T22:20:00+07:00
178,10,7,7,8,2024-01-11T08:20:00+07:00,2024-01-11T09:50:00+07:00,100.0,2024-01-10T22:20:00+07:00
179,10,8,8,9,2024-01-11T09:50:00+07:00,2024-01-11T11:00:00+07:00,66.0,2024-01-10T22:20:00+07:00
180,10,9,9,10,2024-01-11T11:00:00+07:00,2024-01-11T13:45:00+07:00,103.0,2024-01-10T22:20:00+07:00
181,10,10,10,11,2024-01-11T13:45:00+07:00,2024-01-11T15:20:00+07:00,74.0,2024-01-10T22:20:00+07:00
182,10,11,11,12,2024-01-11T15:20:00+07:00,2024-01-11T16:50:00+07:00,63.0,2024-01-10T22:20:00+07:00
183,10,12,12,13,2024-01-11T16:50:00+07:00,2024-01-11T20:50:00+07:00,168.0,2024-01-10T22:20:00+07:00
184,10,13,13,14,2024-01-11T20:50:00+07:00,2024-01-11T23:20:00+07:00,102.0,2024-01-10T22:20:00+07:00
185,10,14,14,15,2024-01-11T23:20:00+07:00,2024-01-12T00:20:00+07:00,117.0,2024-01-10T22:20:00+07:00
186,10,15,15,16,2024-01-12T00:20:00+07:00,2024-01-12T00:50:00+07:00,93.0,2024-01-10T22:20:00+07:00
187,10,16,16,17,2024-01-12T00:50:00+07:00,2024-01-12T03:50:00+07:00,143.0,2024-01-10T22:20:00+07:00
188,10,17,17,18,2024-01-12T03:50:00+07:00,2024-01-12T04:50:00+07:00,86.0,2024-01-10T22:20:00+07:00
189,10,18,18,19,2024-01-12T04:50:00+07:00,2024-01-12T05:20:00+07:00,57.0,2024-01-10T22:20:00+07:00
190,10,19,19,20,2024-01-12T05:20:00+07:00,2024-01-12T05:45:00+07:00,32.0,2024-01-10T22:20:00+07:00
191,11,1,1,2,2024-01-11T22:20:00+07:00,2024-01-11T23:05:00+07:00,56.0,2024-01-11T22:20:00+07:00
192,11,2,2,3,2024-01-11T23:05:00+07:00,2024-01-11T23:35:00+07:00,31.0,2024-01-11T22:20:00+07:00
193,11,3,3,4,2024-01-11T23:35:00+07:00,2024-01-12T00:05:00+07:00,28.0,2024-01-11T22:20:00+07:00
194,11,4,4,5,2024-01-12T00:05:00+07:00,2024-01-12T01:20:00+07:00,60.0,2024-01-11T22:20:00+07:00
195,11,5,5,6,2024-01-12T01:20:00+07:00,2024-01-12T03:55:00+07:00,144.0,2024-01-11T22:20:00+07:00
196,11,6,6,7,2024-01-12T03:55:00+07:00,2024-01-12T08:20:00+07:00,203.0,2024-01-11T22:20:00+07:00
197,11,7,7,8,2024-01-12T08:20:00+07:00,2024-01-12T09:50:00+07:00,100.0,2024-01-11T22:20:00+07:00
198,11,8,8,9,2024-01-12T09:50:00+07:00,2024-01-12T11:00:00+07:00,66.0,2024-01-11T22:20:00+07:00
199,11,9,9,10,2024-01-12T11:00:00+07:00,2024-01-12T13:45:00+07:00,103.0,2024-01-11T22:20:00+07:00
200,11,10,10,11,2024-01-12T13:45:00+07:00,2024-01-12T15:20:00+07:00,74.0,2024-01-11T22:20:00+07:00
201,11,11,11,12,2024-01-12T15:20:00+07:00,2024-01-12T16:50:00+07:00,63.0,2024-01-11T22:20:00+07:00
202,11,12,12,13,2024-01-12T16:50:00+07:00,2024-01-12T20:50:00+07:00,168.0,2024-01-11T22:20:00+07:00
203,11,13,13,14,2024-01-12T20:50:00+07:00,2024-01-12T23:20:00+07:00,102.0,2024-01-11T22:20:00+07:00
204,11,14,14,15,2024-01-12T23:20:00+07:00,2024-01-13T00:20:00+07:00,117.0,2024-01-11T22:20:00+07:00
205,11,15,15,16,2024-01-13T00:20:00+07:00,2024-01-13T00:50:00+07:00,93.0,2024-01-11T22:20:00+07:00
206,11,16,16,17,2024-01-13T00:50:00+07:00,2024-01-13T03:50:00+07:00,143.0,2024-01-11T22:20:00+07:00
207,11,17,17,18,2024-01-13T03:50:00+07:00,2024-01-13T04:50:00+07:00,86.0,2024-01-11T22:20:00+07:00
208,11,18,18,19,2024-01-13T04:50:00+07:00,2024-01-13T05:20:00+07:00,57.0,2024-01-11T22:20:00+07:00
209,11,19,19,20,2024-01-13T05:20:00+07:00,2024-01-13T05:45:00+07:00,32.0,2024-01-11T22:20:00+07:00
210,12,1,1,2,2024-01-12T22:20:00+07:00,2024-01-12T23:05:00+07:00,56.0,2024-01-12T22:20:00+07:00
211,12,2,2,3,2024-01-12T23:05:00+07:00,2024-01-12T23:35:00+07:00,31.0,2024-01-12T22:20:00+07:00
212,12,3,3,4,2024-01-12T23:35:00+07:00,2024-01-13T00:05:00+07:00,28.0,2024-01-12T22:20:00+07:00
213,12,4,4,5,2024-01-13T00:05:00+07:00,2024-01-13T01:20:00+07:00,60.0,2024-01-12T22:20:00+07:00
