segment_id,seat_type,remaining,updated_at
45,giuong_nam_k6,125,2024-01-05T05:45:00+07:00
46,ngoi_mem,116,2024-01-05T05:45:00+07:00
46,giuong_nam_k6,127,2024-01-05T05:45:00+07:00
47,ngoi_mem,79,2024-01-05T05:45:00+07:00
47,giuong_nam_k6,112,2024-01-05T05:45:00+07:00
48,ngoi_mem,95,2024-01-05T05:45:00+07:00
48,giuong_nam_k6,134,2024-01-05T05:45:00+07:00
49,ngoi_mem,106,2024-01-05T05:45:00+07:00
49,giuong_nam_k6,143,2024-01-05T05:45:00+07:00
50,ngoi_mem,116,2024-01-05T05:45:00+07:00
50,giuong_nam_k6,152,2024-01-05T05:45:00+07:00
51,ngoi_mem,134,2024-01-05T05:45:00+07:00
51,giuong_nam_k6,172,2024-01-05T05:45:00+07:00
52,ngoi_mem,134,2024-01-05T05:45:00+07:00
52,giuong_nam_k6,176,2024-01-05T05:45:00+07:00
53,ngoi_mem,138,2024-01-05T05:45:00+07:00
53,giuong_nam_k6,184,2024-01-05T05:45:00+07:00
54,ngoi_mem,143,2024-01-05T05:45:00+07:00
54,giuong_nam_k6,190,2024-01-05T05:45:00+07:00
55,ngoi_mem,147,2024-01-05T05:45:00+07:00
55,giuong_nam_k6,193,2024-01-05T05:45:00+07:00
56,ngoi_mem,148,2024-01-05T05:45:00+07:00
56,giuong_nam_k6,194,2024-01-05T05:45:00+07:00
57,ngoi_mem,144,2024-01-05T05:45:00+07:00
57,giuong_nam_k6,197,2024-01-05T05:45:00+07:00
58,ngoi_mem,110,2024-01-06T05:45:00+07:00
58,giuong_nam_k6,178,2024-01-06T05:45:00+07:00
59,ngoi_mem,103,2024-01-06T05:45:00+07:00
59,giuong_nam_k6,177,2024-01-06T05:45:00+07:00
60,ngoi_mem,122,2024-01-06T05:45:00+07:00
60,giuong_nam_k6,172,2024-01-06T05:45:00+07:00
61,ngoi_mem,116,2024-01-06T05:45:00+07:00
61,giuong_nam_k6,160,2024-01-06T05:45:00+07:00
62,ngoi_mem,98,2024-01-06T05:45:00+07:00
62,giuong_nam_k6,134,2024-01-06T05:45:00+07:00
63,ngoi_mem,94,2024-01-06T05:45:00+07:00
63,giuong_nam_k6,109,2024-01-06T05:45:00+07:00
64,ngoi_mem,86,2024-01-06T05:45:00+07:00
64,giuong_nam_k6,112,2024-01-06T05:45:00+07:00
65,ngoi_mem,77,2024-01-06T05:45:00+07:00
65,giuong_nam_k6,107,2024-01-06T05:45:00+07:00
66,ngoi_mem,66,2024-01-06T05:45:00+07:00
66,giuong_nam_k6,95,2024-01-06T05:45:00+07:00
67,ngoi_mem,80,2024-01-06T05:45:00+07:00
67,giuong_nam_k6,120,2024-01-06T05:45:00+07:00
68,ngoi_mem,90,2024-01-06T05:45:00+07:00
68,giuong_nam_k6,124,2024-01-06T05:45:00+07:00
69,ngoi_mem,106,2024-01-06T05:45:00+07:00
69,giuong_nam_k6,126,2024-01-06T05:45:00+07:00
70,ngoi_mem,111,2024-01-06T05:45:00+07:00
70,giuong_nam_k6,127,2024-01-06T05:45:00+07:00
71,ngoi_mem,113,2024-01-06T05:45:00+07:00
71,giuong_nam_k6,137,2024-01-06T05:45:00+07:00
72,ngoi_mem,133,2024-01-06T05:45:00+07:00
72,giuong_nam_k6,154,2024-01-06T05:45:00+07:00
73,ngoi_mem,133,2024-01-06T05:45:00+07:00
73,giuong_nam_k6,166,2024-01-06T05:45:00+07:00
74,ngoi_mem,131,2024-01-06T05:45:00+07:00
74,giuong_nam_k6,169,2024-01-06T05:45:00+07:00
75,ngoi_mem,134,2024-01-06T05:45:00+07:00
75,giuong_nam_k6,172,2024-01-06T05:45:00+07:00
76,ngoi_mem,121,2024-01-06T05:45:00+07:00
76,giuong_nam_k6,178,2024-01-06T05:45:00+07:00
77,ngoi_mem,90,2024-01-07T05:45:00+07:00
77,giuong_nam_k6,192,2024-01-07T05:45:00+07:00
78,ngoi_mem,101,2024-01-07T05:45:00+07:00
78,giuong_nam_k6,192,2024-01-07T05:45:00+07:00
79,ngoi_mem,105,2024-01-07T05:45:00+07:00
79,giuong_nam_k6,181,2024-01-07T05:45:00+07:00
80,ngoi_mem,109,2024-01-07T05:45:00+07:00
80,giuong_nam_k6,170,2024-01-07T05:45:00+07:00
81,ngoi_mem,101,2024-01-07T05:45:00+07:00
81,giuong_nam_k6,156,2024-01-07T05:45:00+07:00
82,ngoi_mem,89,2024-01-07T05:45:00+07:00
82,giuong_nam_k6,135,2024-01-07T05:45:00+07:00
83,ngoi_mem,84,2024-01-07T05:45:00+07:00
83,giuong_nam_k6,114,2024-01-07T05:45:00+07:00
84,ngoi_mem,70,2024-01-07T05:45:00+07:00
84,giuong_nam_k6,108,2024-01-07T05:45:00+07:00
85,ngoi_mem,47,2024-01-07T05:45:00+07:00
85,giuong_nam_k6,65,2024-01-07T05:45:00+07:00
86,ngoi_mem,80,2024-01-07T05:45:00+07:00
86,giuong_nam_k6,82,2024-01-07T05:45:00+07:00
87,ngoi_mem,90,2024-01-07T05:45:00+07:00
87,giuong_nam_k6,85,2024-01-07T05:45:00+07:00
88,ngoi_mem,104,2024-01-07T05:45:00+07:00
88,giuong_nam_k6,82,2024-01-07T05:45:00+07:00
89,ngoi_mem,84,2024-01-07T05:45:00+07:00
89,giuong_nam_k6,83,2024-01-07T05:45:00+07:00
90,ngoi_mem,74,2024-01-07T05:45:00+07:00
90,giuong_nam_k6,95,2024-01-07T05:45:00+07:00
91,ngoi_mem,112,2024-01-07T05:45:00+07:00
91,giuong_nam_k6,133,2024-01-07T05:45:00+07:00
92,ngoi_mem,112,2024-01-07T05:45:00+07:00
92,giuong_nam_k6,140,2024-01-07T05:45:00+07:00
93,ngoi_mem,107,2024-01-07T05:45:00+07:00
93,giuong_nam_k6,145,2024-01-07T05:45:00+07:00
94,ngoi_mem,109,2024-01-07T05:45:00+07:00
94,giuong_nam_k6,147,2024-01-07T05:45:00+07:00
95,ngoi_mem,109,2024-01-07T05:45:00+07:00
95,giuong_nam_k6,154,2024-01-07T05:45:00+07:00
96,ngoi_mem,82,2024-01-08T05:45:00+07:00
96,giuong_nam_k6,194,2024-01-08T05:45:00+07:00
97,ngoi_mem,80,2024-01-08T05:45:00+07:00
97,giuong_nam_k6,187,2024-01-08T05:45:00+07:00
98,ngoi_mem,86,2024-01-08T05:45:00+07:00
98,giuong_nam_k6,183,2024-01-08T05:45:00+07:00
99,ngoi_mem,89,2024-01-08T05:45:00+07:00
99,giuong_nam_k6,181,2024-01-08T05:45:00+07:00
100,ngoi_mem,85,2024-01-08T05:45:00+07:00
100,giuong_nam_k6,158,2024-01-08T05:45:00+07:00
101,ngoi_mem,118,2024-01-08T05:45:00+07:00
101,giuong_nam_k6,138,2024-01-08T05:45:00+07:00
102,ngoi_mem,110,2024-01-08T05:45:00+07:00
102,giuong_nam_k6,133,2024-01-08T05:45:00+07:00
103,ngoi_mem,99,2024-01-08T05:45:00+07:00
103,giuong_nam_k6,132,2024-01-08T05:45:00+07:00
104,ngoi_mem,90,2024-01-08T05:45:00+07:00
104,giuong_nam_k6,117,2024-01-08T05:45:00+07:00
105,ngoi_mem,95,2024-01-08T05:45:00+07:00
105,giuong_nam_k6,134,2024-01-08T05:45:00+07:00
106,ngoi_mem,100,2024-01-08T05:45:00+07:00
106,giuong_nam_k6,131,2024-01-08T05:45:00+07:00
107,ngoi_mem,119,2024-01-08T05:45:00+07:00
107,giuong_nam_k6,133,2024-01-08T05:45:00+07:00
108,ngoi_mem,114,2024-01-08T05:45:00+07:00
108,giuong_nam_k6,143,2024-01-08T05:45:00+07:00
109,ngoi_mem,107,2024-01-08T05:45:00+07:00
109,giuong_nam_k6,149,2024-01-08T05:45:00+07:00
110,ngoi_mem,148,2024-01-08T05:45:00+07:00
110,giuong_nam_k6,175,2024-01-08T05:45:00+07:00
111,ngoi_mem,148,2024-01-08T05:45:00+07:00
111,giuong_nam_k6,185,2024-01-08T05:45:00+07:00
112,ngoi_mem,154,2024-01-08T05:45:00+07:00
112,giuong_nam_k6,189,2024-01-08T05:45:00+07:00
113,ngoi_mem,146,2024-01-08T05:45:00+07:00
113,giuong_nam_k6,189,2024-01-08T05:45:00+07:00
114,ngoi_mem,139,2024-01-08T05:45:00+07:00
114,giuong_nam_k6,196,2024-01-08T05:45:00+07:00
115,ngoi_mem,87,2024-01-09T05:45:00+07:00
115,giuong_nam_k6,140,2024-01-09T05:45:00+07:00
116,ngoi_mem,96,2024-01-09T05:45:00+07:00
116,giuong_nam_k6,132,2024-01-09T05:45:00+07:00
117,ngoi_mem,97,2024-01-09T05:45:00+07:00
117,giuong_nam_k6,130,2024-01-09T05:45:00+07:00
118,ngoi_mem,105,2024-01-09T05:45:00+07:00
118,giuong_nam_k6,115,2024-01-09T05:45:00+07:00
119,ngoi_mem,111,2024-01-09T05:45:00+07:00
119,giuong_nam_k6,85,2024-01-09T05:45:00+07:00
120,ngoi_mem,109,2024-01-09T05:45:00+07:00
120,giuong_nam_k6,49,2024-01-09T05:45:00+07:00
121,ngoi_mem,96,2024-01-09T05:45:00+07:00
121,giuong_nam_k6,39,2024-01-09T05:45:00+07:00
122,ngoi_mem,76,2024-01-09T05:45:00+07:00
122,giuong_nam_k6,38,2024-01-09T05:45:00+07:00
123,ngoi_mem,46,2024-01-09T05:45:00+07:00
123,giuong_nam_k6,31,2024-01-09T05:45:00+07:00
124,ngoi_mem,99,2024-01-09T05:45:00+07:00
124,giuong_nam_k6,73,2024-01-09T05:45:00+07:00
125,ngoi_mem,103,2024-01-09T05:45:00+07:00
125,giuong_nam_k6,85,2024-01-09T05:45:00+07:00
126,ngoi_mem,109,2024-01-09T05:45:00+07:00
126,giuong_nam_k6,96,2024-01-09T05:45:00+07:00
127,ngoi_mem,107,2024-01-09T05:45:00+07:00
127,giuong_nam_k6,103,2024-01-09T05:45:00+07:00
128,ngoi_mem,102,2024-01-09T05:45:00+07:00
128,giuong_nam_k6,112,2024-01-09T05:45:00+07:00
129,ngoi_mem,122,2024-01-09T05:45:00+07:00
129,giuong_nam_k6,161,2024-01-09T05:45:00+07:00
130,ngoi_mem,122,2024-01-09T05:45:00+07:00
130,giuong_nam_k6,166,2024-01-09T05:45:00+07:00
131,ngoi_mem,124,2024-01-09T05:45:00+07:00
131,giuong_nam_k6,178,2024-01-09T05:45:00+07:00
132,ngoi_mem,122,2024-01-09T05:45:00+07:00
132,giuong_nam_k6,178,2024-01-09T05:45:00+07:00
133,ngoi_mem,118,2024-01-09T05:45:00+07:00
133,giuong_nam_k6,181,2024-01-09T05:45:00+07:00
134,ngoi_mem,141,2024-01-10T05:45:00+07:00
134,giuong_nam_k6,191,2024-01-10T05:45:00+07:00
135,ngoi_mem,145,2024-01-10T05:45:00+07:00
135,giuong_nam_k6,185,2024-01-10T05:45:00+07:00
136,ngoi_mem,142,2024-01-10T05:45:00+07:00
136,giuong_nam_k6,179,2024-01-10T05:45:00+07:00
137,ngoi_mem,138,2024-01-10T05:45:00+07:00
137,giuong_nam_k6,173,2024-01-10T05:45:00+07:00
138,ngoi_mem,133,2024-01-10T05:45:00+07:00
138,giuong_nam_k6,155,2024-01-10T05:45:00+07:00
139,ngoi_mem,139,2024-01-10T05:45:00+07:00
139,giuong_nam_k6,136,2024-01-10T05:45:00+07:00
140,ngoi_mem,138,2024-01-10T05:45:00+07:00
140,giuong_nam_k6,132,2024-01-10T05:45:00+07:00
141,ngoi_mem,136,2024-01-10T05:45:00+07:00
141,giuong_nam_k6,123,2024-01-10T05:45:00+07:00
142,ngoi_mem,122,2024-01-10T05:45:00+07:00
142,giuong_nam_k6,98,2024-01-10T05:45:00+07:00
143,ngoi_mem,129,2024-01-10T05:45:00+07:00
143,giuong_nam_k6,129,2024-01-10T05:45:00+07:00
144,ngoi_mem,135,2024-01-10T05:45:00+07:00
144,giuong_nam_k6,131,2024-01-10T05:45:00+07:00
145,ngoi_mem,138,2024-01-10T05:45:00+07:00
145,giuong_nam_k6,139,2024-01-10T05:45:00+07:00
146,ngoi_mem,139,2024-01-10T05:45:00+07:00
146,giuong_nam_k6,143,2024-01-10T05:45:00+07:00
147,ngoi_mem,138,2024-01-10T05:45:00+07:00
147,giuong_nam_k6,153,2024-01-10T05:45:00+07:00
148,ngoi_mem,139,2024-01-10T05:45:00+07:00
148,giuong_nam_k6,184,2024-01-10T05:45:00+07:00
149,ngoi_mem,140,2024-01-10T05:45:00+07:00
149,giuong_nam_k6,188,2024-01-10T05:45:00+07:00
150,ngoi_mem,143,2024-01-10T05:45:00+07:00
150,giuong_nam_k6,185,2024-01-10T05:45:00+07:00
151,ngoi_mem,142,2024-01-10T05:45:00+07:00
151,giuong_nam_k6,188,2024-01-10T05:45:00+07:00
152,ngoi_mem,141,2024-01-10T05:45:00+07:00
152,giuong_nam_k6,194,2024-01-10T05:45:00+07:00
153,ngoi_mem,130,2024-01-11T05:45:00+07:00
153,giuong_nam_k6,207,2024-01-11T05:45:00+07:00
154,ngoi_mem,131,2024-01-11T05:45:00+07:00
154,giuong_nam_k6,198,2024-01-11T05:45:00+07:00
155,ngoi_mem,133,2024-01-11T05:45:00+07:00
155,giuong_nam_k6,191,2024-01-11T05:45:00+07:00
156,ngoi_mem,130,2024-01-11T05:45:00+07:00
156,giuong_nam_k6,181,2024-01-11T05:45:00+07:00
157,ngoi_mem,121,2024-01-11T05:45:00+07:00
157,giuong_nam_k6,172,2024-01-11T05:45:00+07:00
158,ngoi_mem,138,2024-01-11T05:45:00+07:00
158,giuong_nam_k6,155,2024-01-11T05:45:00+07:00
159,ngoi_mem,129,2024-01-11T05:45:00+07:00
159,giuong_nam_k6,147,2024-01-11T05:45:00+07:00
160,ngoi_mem,121,2024-01-11T05:45:00+07:00
160,giuong_nam_k6,142,2024-01-11T05:45:00+07:00
161,ngoi_mem,115,2024-01-11T05:45:00+07:00
161,giuong_nam_k6,124,2024-01-11T05:45:00+07:00
162,ngoi_mem,129,2024-01-11T05:45:00+07:00
162,giuong_nam_k6,139,2024-01-11T05:45:00+07:00
163,ngoi_mem,138,2024-01-11T05:45:00+07:00
163,giuong_nam_k6,143,2024-01-11T05:45:00+07:00
164,ngoi_mem,140,2024-01-11T05:45:00+07:00
164,giuong_nam_k6,151,2024-01-11T05:45:00+07:00
165,ngoi_mem,144,2024-01-11T05:45:00+07:00
165,giuong_nam_k6,170,2024-01-11T05:45:00+07:00
166,ngoi_mem,142,2024-01-11T05:45:00+07:00
166,giuong_nam_k6,177,2024-01-11T05:45:00+07:00
167,ngoi_mem,141,2024-01-11T05:45:00+07:00
167,giuong_nam_k6,185,2024-01-11T05:45:00+07:00
168,ngoi_mem,144,2024-01-11T05:45:00+07:00
168,giuong_nam_k6,191,2024-01-11T05:45:00+07:00
169,ngoi_mem,152,2024-01-11T05:45:00+07:00
169,giuong_nam_k6,196,2024-01-11T05:45:00+07:00
170,ngoi_mem,154,2024-01-11T05:45:00+07:00
170,giuong_nam_k6,199,2024-01-11T05:45:00+07:00
171,ngoi_mem,154,2024-01-11T05:45:00+07:00
171,giuong_nam_k6,206,2024-01-11T05:45:00+07:00
172,ngoi_mem,125,2024-01-12T05:45:00+07:00
172,giuong_nam_k6,198,2024-01-12T05:45:00+07:00
173,ngoi_mem,118,2024-01-12T05:45:00+07:00
173,giuong_nam_k6,190,2024-01-12T05:45:00+07:00
174,ngoi_mem,117,2024-01-12T05:45:00+07:00
174,giuong_nam_k6,183,2024-01-12T05:45:00+07:00
175,ngoi_mem,114,2024-01-12T05:45:00+07:00
175,giuong_nam_k6,172,2024-01-12T05:45:00+07:00
176,ngoi_mem,104,2024-01-12T05:45:00+07:00
176,giuong_nam_k6,165,2024-01-12T05:45:00+07:00
177,ngoi_mem,109,2024-01-12T05:45:00+07:00
177,giuong_nam_k6,145,2024-01-12T05:45:00+07:00
178,ngoi_mem,99,2024-01-12T05:45:00+07:00
178,giuong_nam_k6,141,2024-01-12T05:45:00+07:00
179,ngoi_mem,93,2024-01-12T05:45:00+07:00
179,giuong_nam_k6,133,2024-01-12T05:45:00+07:00
180,ngoi_mem,79,2024-01-12T05:45:00+07:00
180,giuong_nam_k6,116,2024-01-12T05:45:00+07:00
181,ngoi_mem,89,2024-01-12T05:45:00+07:00
181,giuong_nam_k6,137,2024-01-12T05:45:00+07:00
182,ngoi_mem,103,2024-01-12T05:45:00+07:00
182,giuong_nam_k6,143,2024-01-12T05:45:00+07:00
183,ngoi_mem,120,2024-01-12T05:45:00+07:00
183,giuong_nam_k6,148,2024-01-12T05:45:00+07:00
184,ngoi_mem,120,2024-01-12T05:45:00+07:00
184,giuong_nam_k6,149,2024-01-12T05:45:00+07:00
185,ngoi_mem,128,2024-01-12T05:45:00+07:00
185,giuong_nam_k6,151,2024-01-12T05:45:00+07:00
186,ngoi_mem,140,2024-01-12T05:45:00+07:00
186,giuong_nam_k6,182,2024-01-12T05:45:00+07:00
187,ngoi_mem,145,2024-01-12T05:45:00+07:00
187,giuong_nam_k6,191,2024-01-12T05:45:00+07:00
188,ngoi_mem,146,2024-01-12T05:45:00+07:00
188,giuong_nam_k6,194,2024-01-12T05:45:00+07:00
189,ngoi_mem,144,2024-01-12T05:45:00+07:00
189,giuong_nam_k6,193,2024-01-12T05:45:00+07:00
190,ngoi_mem,139,2024-01-12T05:45:00+07:00
190,giuong_nam_k6,202,2024-01-12T05:45:00+07:00
191,ngoi_mem,120,2024-01-13T05:45:00+07:00
191,giuong_nam_k6,181,2024-01-13T05:45:00+07:00
192,ngoi_mem,113,2024-01-13T05:45:00+07:00
192,giuong_nam_k6,179,2024-01-13T05:45:00+07:00
193,ngoi_mem,107,2024-01-13T05:45:00+07:00
193,giuong_nam_k6,164,2024-01-13T05:45:00+07:00
194,ngoi_mem,106,2024-01-13T05:45:00+07:00
194,giuong_nam_k6,145,2024-01-13T05:45:00+07:00
195,ngoi_mem,97,2024-01-13T05:45:00+07:00
195,giuong_nam_k6,123,2024-01-13T05:45:00+07:00
196,ngoi_mem,104,2024-01-13T05:45:00+07:00
196,giuong_nam_k6,97,2024-01-13T05:45:00+07:00
197,ngoi_mem,96,2024-01-13T05:45:00+07:00
197,giuong_nam_k6,92,2024-01-13T05:45:00+07:00
198,ngoi_mem,93,2024-01-13T05:45:00+07:00
198,giuong_nam_k6,81,2024-01-13T05:45:00+07:00
199,ngoi_mem,73,2024-01-13T05:45:00+07:00
199,giuong_nam_k6,52,2024-01-13T05:45:00+07:00
200,ngoi_mem,79,2024-01-13T05:45:00+07:00
200,giuong_nam_k6,100,2024-01-13T05:45:00+07:00
201,ngoi_mem,92,2024-01-13T05:45:00+07:00
201,giuong_nam_k6,106,2024-01-13T05:45:00+07:00
202,ngoi_mem,110,2024-01-13T05:45:00+07:00
202,giuong_nam_k6,120,2024-01-13T05:45:00+07:00
203,ngoi_mem,120,2024-01-13T05:45:00+07:00
203,giuong_nam_k6,122,2024-01-13T05:45:00+07:00
204,ngoi_mem,125,2024-01-13T05:45:00+07:00
204,giuong_nam_k6,133,2024-01-13T05:45:00+07:00
205,ngoi_mem,140,2024-01-13T05:45:00+07:00
205,giuong_nam_k6,157,2024-01-13T05:45:00+07:00
206,ngoi_mem,138,2024-01-13T05:45:00+07:00
206,giuong_nam_k6,170,2024-01-13T05:45:00+07:00
207,ngoi_mem,136,2024-01-13T05:45:00+07:00
207,giuong_nam_k6,172,2024-01-13T05:45:00+07:00
208,ngoi_mem,134,2024-01-13T05:45:00+07:00
208,giuong_nam_k6,175,2024-01-13T05:45:00+07:00
209,ngoi_mem,130,2024-01-13T05:45:00+07:00
209,giuong_nam_k6,178,2024-01-13T05:45:00+07:00
210,ngoi_mem,90,2024-01-14T05:45:00+07:00
210,giuong_nam_k6,157,2024-01-14T05:45:00+07:00
211,ngoi_mem,93,2024-01-14T05:45:00+07:00
211,giuong_nam_k6,152,2024-01-14T05:45:00+07:00
212,ngoi_mem,97,2024-01-14T05:45:00+07:00
212,giuong_nam_k6,141,2024-01-14T05:45:00+07:00
213,ngoi_mem,93,2024-01-14T05:45:00+07:00
213,giuong_nam_k6,135,2024-01-14T05:45:00+07:00
214,ngoi_mem,103,2024-01-14T05:45:00+07:00
214,giuong_nam_k6,119,2024-01-14T05:45:00+07:00
215,ngoi_mem,96,2024-01-14T05:45:00+07:00
215,giuong_nam_k6,82,2024-01-14T05:45:00+07:00
216,ngoi_mem,88,2024-01-14T05:45:00+07:00
216,giuong_nam_k6,75,2024-01-14T05:45:00+07:00
217,ngoi_mem,80,2024-01-14T05:45:00+07:00
217,giuong_nam_k6,71,2024-01-14T05:45:00+07:00
218,ngoi_mem,59,2024-01-14T05:45:00+07:00
218,giuong_nam_k6,54,2024-01-14T05:45:00+07:00
219,ngoi_mem,58,2024-01-14T05:45:00+07:00
219,giuong_nam_k6,72,2024-01-14T05:45:00+07:00
220,ngoi_mem,77,2024-01-14T05:45:00+07:00
220,giuong_nam_k6,67,2024-01-14T05:45:00+07:00
221,ngoi_mem,109,2024-01-14T05:45:00+07:00
221,giuong_nam_k6,77,2024-01-14T05:45:00+07:00
222,ngoi_mem,121,2024-01-14T05:45:00+07:00
222,giuong_nam_k6,101,2024-01-14T05:45:00+07:00
223,ngoi_mem,118,2024-01-14T05:45:00+07:00
223,giuong_nam_k6,106,2024-01-14T05:45:00+07:00
224,ngoi_mem,137,2024-01-14T05:45:00+07:00
224,giuong_nam_k6,151,2024-01-14T05:45:00+07:00
225,ngoi_mem,140,2024-01-14T05:45:00+07:00
225,giuong_nam_k6,158,2024-01-14T05:45:00+07:00
226,ngoi_mem,146,2024-01-14T05:45:00+07:00
226,giuong_nam_k6,163,2024-01-14T05:45:00+07:00
227,ngoi_mem,146,2024-01-14T05:45:00+07:00
227,giuong_nam_k6,173,2024-01-14T05:45:00+07:00
228,ngoi_mem,145,2024-01-14T05:45:00+07:00
228,giuong_nam_k6,184,2024-01-14T05:45:00+07:00
229,ngoi_mem,116,2024-01-15T05:45:00+07:00
229,giuong_nam_k6,177,2024-01-15T05:45:00+07:00
230,ngoi_mem,117,2024-01-15T05:45:00+07:00
230,giuong_nam_k6,168,2024-01-15T05:45:00+07:00
231,ngoi_mem,114,2024-01-15T05:45:00+07:00
231,giuong_nam_k6,155,2024-01-15T05:45:00+07:00
232,ngoi_mem,115,2024-01-15T05:45:00+07:00
232,giuong_nam_k6,150,2024-01-15T05:45:00+07:00
233,ngoi_mem,116,2024-01-15T05:45:00+07:00
